anio,edad,pais,departamento,region,ciudad,genero,estadocivil,hogar,hijos,educacion,actividad,q10,q11,q12,q13,q14,q15r1,q15r2,q15r3,q15r4,q16r1,q16r2,q16r3,q17,tratamiento,q18,q19,q20,q21,q22r1,q22r2,q22r3,q23r1,q23r2,q23r3,q23r4,q23r5,q23r6,q23r7,q23r8,q24r1,q24r2,q24r3,q24r4,q24r5,q25a1,q25a2,q25a3,q25a4,q25a5,q25a6,q25a7,q25a8,q25a9,q25a1d
1965,50 a 64 años,México,Coahuila,Norte,Muzquiz,Femenino,Separado(a) / Divorciado(a) / Viudo(a),2,Sí,Básica completa,Empleado(a) de tiempo completo (8 horas por día o más),2,No,No,10 - Derecha,Entre 7.300 y 11.300,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,En desacuerdo,Circunstancias fuera de su control,Emotivo,Menos de 5,Entre 5 y 10,De acuerdo,Una organización que ayuda a las personas pobres.,Bueno,Bueno,Bueno,De acuerdo,Algo de acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Algo de acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,,,,,,,Ninguna relación,,
1993,18 a 29 años,México,México,Centro,Colima,Masculino,Soltero(a),3,No,Media completa,Empleado(a) de tiempo parcial (menos de 8 horas por día),4,No,No,5,Entre 0 y 7.300,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Algo de acuerdo,De acuerdo,Algo de acuerdo,Circunstancias fuera de su control,Placebo,Entre 10 y 20,Entre 10 y 20,Algo en desacuerdo,Una organización que ayuda a las personas pobres.,Bueno,Bueno,Depende,Algo de acuerdo,De acuerdo,Algo de acuerdo,Algo en desacuerdo,En desacuerdo,Algo de acuerdo,Algo en desacuerdo,Algo de acuerdo,De acuerdo,Algo de acuerdo,Algo de acuerdo,De acuerdo,Algo de acuerdo,,,,,,,,Ninguna relación,,
1957,50 a 64 años,México,Sinaloa,Pacífico,"Los mochis , Sinaloa",Femenino,Casado(a) / Unión Civil,3,Sí,Básica completa,No trabaja ni busca trabajo,2,Sí,No,1,Entre 0 y 7.300,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,De acuerdo,Circunstancias fuera de su control,Informativo,Entre 5 y 10,Más de 30,De acuerdo,Una organización que ayuda a las personas migrantes.,Bueno,Bueno,Depende,Algo de acuerdo,Algo de acuerdo,En desacuerdo,Algo en desacuerdo,En desacuerdo,De acuerdo,Algo de acuerdo,De acuerdo,De acuerdo,De acuerdo,Algo de acuerdo,De acuerdo,De acuerdo,,,,,,,"Si, otro",,,"[Si, otro ]En las calles pidiendo ayuda"
1967,50 a 64 años,México,Nuevo León,Norte,Santa Catarina,Masculino,Casado(a) / Unión Civil,2,No,Media completa,Empleado(a) de tiempo completo (8 horas por día o más),2,No,No,5,Entre 0 y 7.300,,,,No sabe / Prefiere no contestar,De acuerdo,Algo de acuerdo,De acuerdo,No sabe / Prefiere no contestar,Informativo,Menos de 5,Entre 10 y 20,Algo en desacuerdo,Una organización que ayuda a las personas pobres.,Bueno,No sabe / Prefiere no contestar,Depende,Algo de acuerdo,De acuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,De acuerdo,Algo de acuerdo,De acuerdo,Algo de acuerdo,De acuerdo,,,,,,,,Ninguna relación,,
1999,18 a 29 años,México,Veracruz,Sur,Coatzacoalcos,Masculino,Soltero(a),3,No,Terciaria/Universitaria completa o más,Desempleado(a) y buscando trabajo,3,Sí,No,8,Entre 0 y 7.300,Los tendría como vecinos,No sabe / Prefiere no contestar,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,Algo de acuerdo,En desacuerdo,Falta de esfuerzo por su parte,Informativo,Menos de 5,Entre 5 y 10,De acuerdo,Una organización que defiende los derechos de las mujeres.,Malo,Depende,Depende,Algo en desacuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,,,,,,,"Si, otro",,,"[Si, otro ]Migrantes que pasan frente a la casa pidiendo comida o dinero"
1997,18 a 29 años,México,Distrito Federal,Centro,CDMX,Femenino,Separado(a) / Divorciado(a) / Viudo(a),4,Sí,Media completa,A cargo de las tareas del hogar/ crianza de los hijos,3,No,No sabe / Prefiere no contestar,0 - Izquierda,No sabe / No contesta,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,Algo de acuerdo,Algo de acuerdo,Circunstancias fuera de su control,Placebo,No sabe / Prefiere no contestar,Más de 30,De acuerdo,Una organización que defiende los derechos de las mujeres.,Bueno,Bueno,Bueno,Algo de acuerdo,Algo de acuerdo,De acuerdo,Algo en desacuerdo,Algo de acuerdo,Algo de acuerdo,En desacuerdo,Algo de acuerdo,Algo de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,,,,,,,Ninguna relación,,
2002,18 a 29 años,México,San Luis Potosí,Norte,San Luis Potosí,Masculino,Soltero(a),3,No,Media completa,Empleado(a) de tiempo completo (8 horas por día o más),3,No,No,5,Entre 11.300 y 16.400,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,Algo de acuerdo,En desacuerdo,Circunstancias fuera de su control,Informativo,Menos de 5,Entre 20 y 30,Algo de acuerdo,Una organización que protege el medio ambiente.,Depende,Depende,Bueno,Algo de acuerdo,Algo en desacuerdo,Algo de acuerdo,Algo de acuerdo,Algo en desacuerdo,En desacuerdo,Algo de acuerdo,Algo en desacuerdo,Algo de acuerdo,De acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,,"Si, como mis conocidos (compañeros de escuela/trabajo/etc.)",,,,,,,,
1993,18 a 29 años,México,Hidalgo,Centro,Tepeji,Femenino,Soltero(a),2,No,Media completa,Desempleado(a) y buscando trabajo,2,No,No,5,Entre 0 y 7.300,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Algo de acuerdo,De acuerdo,En desacuerdo,Circunstancias fuera de su control,Emotivo,Entre 10 y 20,Menos de 5 personas,De acuerdo,Una organización que ayuda a las personas pobres.,Bueno,Bueno,Depende,Algo de acuerdo,Algo de acuerdo,Algo en desacuerdo,En desacuerdo,En desacuerdo,Algo de acuerdo,En desacuerdo,Algo de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,"Si, como mis conocidos (compañeros de escuela/trabajo/etc.)",,,,,,,,
2003,18 a 29 años,México,México,Centro,CDMX,Masculino,Prefiere no contestar,4,Prefiere no contestar,Prefiere no contestar,Prefiere no contestar,No sabe / Prefiere no contestar,No,No,No sabe / Prefiere no contestar,No sabe / No contesta,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Algo en desacuerdo,De acuerdo,De acuerdo,No sabe / Prefiere no contestar,Informativo,Menos de 5,Entre 20 y 30,De acuerdo,No sabe / Prefiere no contestar,Bueno,Bueno,Bueno,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,En desacuerdo,No sabe / Prefiere no contestar,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,"Si, como mis conocidos (compañeros de escuela/trabajo/etc.)",,,,"Si, como mis vecinos",,,,
1996,18 a 29 años,México,Morelos,Centro,Cuernavaca,Femenino,Casado(a) / Unión Civil,5,Sí,Terciaria/Universitaria incompleta,"Negocio propio, independiente o por cuenta propia",3,No,No,5,Entre 11.300 y 16.400,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,De acuerdo,Falta de esfuerzo por su parte,Informativo,Entre 5 y 10,Entre 5 y 10,De acuerdo,Una organización que protege el medio ambiente.,Bueno,Bueno,Bueno,Algo de acuerdo,De acuerdo,En desacuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,En desacuerdo,Algo de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,"Si, como mis conocidos (compañeros de escuela/trabajo/etc.)",,,,,,,,
1965,50 a 64 años,México,México,Centro,Villa del carbón Estado de México,Femenino,Casado(a) / Unión Civil,4,Sí,Básica completa,Prefiere no contestar,2,No sabe / Prefiere no contestar,No,No sabe / Prefiere no contestar,Entre 0 y 7.300,No los tendría como vecinos,No los tendría como vecinos,No los tendría como vecinos,Los tendría como vecinos,Algo de acuerdo,Algo de acuerdo,Algo en desacuerdo,Circunstancias fuera de su control,Placebo,Más de 30,Entre 5 y 10,De acuerdo,Una organización que protege el medio ambiente.,Depende,Bueno,Bueno,No sabe / Prefiere no contestar,En desacuerdo,Algo de acuerdo,De acuerdo,Algo en desacuerdo,En desacuerdo,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,Algo de acuerdo,Algo en desacuerdo,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,,,,,,,,,Prefiere no contestar,
1970,50 a 64 años,México,México,Centro,Zumpango,Femenino,Soltero(a),6,Sí,Media completa,Empleado(a) de tiempo parcial (menos de 8 horas por día),2,No,No,0 - Izquierda,Entre 0 y 7.300,No los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Circunstancias fuera de su control,Informativo,Entre 5 y 10,Entre 20 y 30,Algo en desacuerdo,Una organización que defiende los derechos de las mujeres.,Depende,Depende,No sabe / Prefiere no contestar,Algo en desacuerdo,Algo en desacuerdo,En desacuerdo,En desacuerdo,Algo en desacuerdo,En desacuerdo,Algo en desacuerdo,En desacuerdo,Algo de acuerdo,De acuerdo,Algo de acuerdo,De acuerdo,De acuerdo,,,,,,,"Si, otro",,,"[Si, otro ]Los veo en la colonia pidiendo dinero"
2001,18 a 29 años,México,Morelos,Centro,Cuernavaca,Masculino,Soltero(a),3,No,Media completa,Estudiante,2,Sí,No,5,Entre 0 y 7.300,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,Algo en desacuerdo,Circunstancias fuera de su control,Informativo,Menos de 5,Más de 30,De acuerdo,No donaría a nadie.,Bueno,Bueno,Bueno,Algo de acuerdo,De acuerdo,Algo de acuerdo,En desacuerdo,En desacuerdo,Algo de acuerdo,En desacuerdo,Algo de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,,,,,,,Ninguna relación,,
1992,18 a 29 años,México,Michoacán,Pacífico,Uruapan,Femenino,Soltero(a),3,No,Terciaria/Universitaria incompleta,Empleado(a) de tiempo completo (8 horas por día o más),4,No,No,7,Más de 25.100,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,Algo de acuerdo,En desacuerdo,Circunstancias fuera de su control,Placebo,Entre 10 y 20,Entre 5 y 10,De acuerdo,Una organización que protege el medio ambiente.,Depende,Bueno,Bueno,Algo de acuerdo,Algo de acuerdo,En desacuerdo,Algo de acuerdo,En desacuerdo,Algo de acuerdo,En desacuerdo,Algo en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,"Si, como mis amigos",,,,,,,,,
1991,30 a 49 años,México,Tamaulipas,Norte,Reynosa tamualipas,Masculino,Soltero(a),5,No,Básica completa,Empleado(a) de tiempo completo (8 horas por día o más),2,No,No,3,Entre 0 y 7.300,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Algo de acuerdo,De acuerdo,De acuerdo,Falta de esfuerzo por su parte,Informativo,Menos de 5,Más de 30,Algo en desacuerdo,Una organización que ayuda a las personas pobres.,Bueno,Bueno,Bueno,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Algo de acuerdo,En desacuerdo,Algo de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,"Si, como mis amigos","Si, como mis conocidos (compañeros de escuela/trabajo/etc.)","Si, como mis empleados o prestadores de servicios para mi","Si, como mis empleadores","Si, como mi pareja","Si, como mis vecinos","Si, otro",,,"[Si, otro ]Hay que ser amigables con las personas aunque sea de otros país hay que echarnos la mano unos a los otros"
1987,30 a 49 años,México,Nuevo León,Norte,Cienega de flores nuevo leon,Femenino,Casado(a) / Unión Civil,5,Sí,Media completa,Desempleado(a) y buscando trabajo,3,No,No,6,Entre 0 y 7.300,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Algo de acuerdo,Algo de acuerdo,De acuerdo,No sabe / Prefiere no contestar,Informativo,Más de 30,Entre 10 y 20,Algo de acuerdo,Una organización que ayuda a las personas pobres.,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,Algo de acuerdo,No sabe / Prefiere no contestar,Algo de acuerdo,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,Algo de acuerdo,Algo de acuerdo,No sabe / Prefiere no contestar,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,,,,,,,,Ninguna relación,,
1980,30 a 49 años,México,México,Centro,Estado de mexico,Femenino,Prefiere no contestar,8,Sí,Básica incompleta,A cargo de las tareas del hogar/ crianza de los hijos,1 - Más pobres,Sí,No,5,No sabe / No contesta,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,En desacuerdo,De acuerdo,De acuerdo,Circunstancias fuera de su control,Informativo,Más de 30,Menos de 5 personas,No sabe / Prefiere no contestar,Una organización que ayuda a las personas pobres.,Bueno,Bueno,Bueno,De acuerdo,De acuerdo,No sabe / Prefiere no contestar,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,No sabe / Prefiere no contestar,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,,,,,,,Ninguna relación,,
2001,18 a 29 años,México,Aguascalientes,Norte,Aguascalientes,Masculino,Soltero(a),3,No,Terciaria/Universitaria incompleta,Estudiante,3,No,No,5,No sabe / No contesta,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Algo en desacuerdo,En desacuerdo,Algo de acuerdo,Falta de esfuerzo por su parte,Informativo,Menos de 5,Más de 30,Algo de acuerdo,No donaría a nadie.,Bueno,Depende,Depende,Algo en desacuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo en desacuerdo,Algo de acuerdo,Algo de acuerdo,Algo en desacuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,,,,,,,,Ninguna relación,,
1956,Más de 65 años,México,San Luis Potosí,Norte,Ebano,Femenino,Soltero(a),5,No,Terciaria/Universitaria incompleta,Jubilado(a) / pensionado(a),3,No,No,6,Entre 16.400 y 25.100,Los tendría como vecinos,No sabe / Prefiere no contestar,Los tendría como vecinos,Los tendría como vecinos,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Falta de esfuerzo por su parte,Placebo,Más de 30,Entre 10 y 20,De acuerdo,Una organización que ayuda a las personas pobres.,Bueno,Bueno,Depende,Algo de acuerdo,De acuerdo,Algo de acuerdo,Algo de acuerdo,De acuerdo,En desacuerdo,De acuerdo,Algo en desacuerdo,De acuerdo,En desacuerdo,De acuerdo,Algo de acuerdo,De acuerdo,,,,,,,,Ninguna relación,,
1951,Más de 65 años,México,Tamaulipas,Norte,Cd Victoria,Femenino,Separado(a) / Divorciado(a) / Viudo(a),1,Sí,Básica completa,A cargo de las tareas del hogar/ crianza de los hijos,1 - Más pobres,Sí,No,0 - Izquierda,No sabe / No contesta,Los tendría como vecinos,No sabe / Prefiere no contestar,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,En desacuerdo,Falta de esfuerzo por su parte,Placebo,No sabe / Prefiere no contestar,Entre 20 y 30,De acuerdo,Una organización que protege el medio ambiente.,Depende,Bueno,Depende,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,No sabe / Prefiere no contestar,En desacuerdo,De acuerdo,En desacuerdo,Algo de acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Algo de acuerdo,,,,,,,,Ninguna relación,,
1992,18 a 29 años,México,Tlaxcala,Centro,Apizaco,Femenino,Separado(a) / Divorciado(a) / Viudo(a),4,Sí,Básica completa,Desempleado(a) y buscando trabajo,2,Sí,No,5,Entre 0 y 7.300,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,Algo de acuerdo,Circunstancias fuera de su control,Informativo,Entre 20 y 30,Más de 30,De acuerdo,Una organización que ayuda a las personas pobres.,Bueno,Depende,Depende,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,Algo de acuerdo,En desacuerdo,No sabe / Prefiere no contestar,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,,,,,,,Ninguna relación,,
1964,50 a 64 años,México,Veracruz,Sur,Xalapa,Femenino,Soltero(a),9,Sí,Media incompleta,"Negocio propio, independiente o por cuenta propia",2,No sabe / Prefiere no contestar,No,3,Entre 7.300 y 11.300,Los tendría como vecinos,No los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,En desacuerdo,Circunstancias fuera de su control,Emotivo,Más de 30,No sabe / Prefiere no contestar,De acuerdo,Una organización que ayuda a las personas pobres.,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,Depende,En desacuerdo,Algo en desacuerdo,De acuerdo,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,De acuerdo,No sabe / Prefiere no contestar,De acuerdo,Algo de acuerdo,De acuerdo,,,,,,,,,Prefiere no contestar,
1994,18 a 29 años,México,México,Centro,Ixtapaluca,Masculino,Soltero(a),5,No,Terciaria/Universitaria incompleta,Empleado(a) de tiempo completo (8 horas por día o más),3,Sí,No,0 - Izquierda,Más de 25.100,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Algo en desacuerdo,De acuerdo,En desacuerdo,Circunstancias fuera de su control,Placebo,Menos de 5,Entre 5 y 10,Algo de acuerdo,No donaría a nadie.,Bueno,Bueno,Depende,Algo de acuerdo,Algo de acuerdo,Algo en desacuerdo,Algo de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,"Si, como mis conocidos (compañeros de escuela/trabajo/etc.)",,,,"Si, como mis vecinos",,,,
1994,18 a 29 años,México,Chihuahua,Norte,Chinipas,Masculino,Casado(a) / Unión Civil,3,Sí,Terciaria/Universitaria completa o más,Empleado(a) de tiempo completo (8 horas por día o más),2,No,No,1,Entre 7.300 y 11.300,No los tendría como vecinos,No los tendría como vecinos,No los tendría como vecinos,No los tendría como vecinos,De acuerdo,Algo en desacuerdo,Algo de acuerdo,Falta de esfuerzo por su parte,Emotivo,Menos de 5,Entre 10 y 20,De acuerdo,Una organización que ayuda a las personas migrantes.,Bueno,Depende,Depende,Algo de acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,Algo en desacuerdo,De acuerdo,Algo de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,,,,,,,Ninguna relación,,
1977,30 a 49 años,México,Jalisco,Pacífico,ZAPOPAN,Femenino,Soltero(a),8,No,Media completa,Empleado(a) de tiempo completo (8 horas por día o más),3,No,No,No sabe / Prefiere no contestar,Entre 0 y 7.300,No los tendría como vecinos,No sabe / Prefiere no contestar,Los tendría como vecinos,No sabe / Prefiere no contestar,De acuerdo,Algo de acuerdo,En desacuerdo,Circunstancias fuera de su control,Emotivo,Más de 30,Menos de 5 personas,De acuerdo,No sabe / Prefiere no contestar,Depende,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,Algo en desacuerdo,Algo de acuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo de acuerdo,Algo de acuerdo,En desacuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,De acuerdo,Algo de acuerdo,De acuerdo,,"Si, como mis conocidos (compañeros de escuela/trabajo/etc.)",,,,,,,,
