anio,edad,pais,departamento,region,ciudad,genero,estadocivil,hogar,hijos,educacion,actividad,q10,q11,q12,q13,q14,q15r1,q15r2,q15r3,q15r4,q16r1,q16r2,q16r3,q17,q18,q19,q32,q20,q22r1,q22r2,q22r3,q23r1,q23r2,q23r3,q23r4,q23r5,q23r6,q23r7,q23r8,q24r1,q24r2,q24r3,q24r4,q24r5,q25a1,q25a2,q25a3,q25a4,q25a5,q25a6,q25a7,q25a8,q25a9,q25a1d,tratamiento
2002,18 a 29 años,Republica Dominicana,Santo Domingo,Zona 1,Santo Domingo este,Femenino,Soltero(a),4,No,Universitaria incompleta,Estudiante,3,Sí,No,5,Entre 0 y 20.000,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Algo en desacuerdo,Algo en desacuerdo,Algo en desacuerdo,Circunstancias fuera de su control,Entre 20 y 30,Entre 5 y 10,Algo de acuerdo,Una organización que defiende los derechos de las mujeres.,Bueno,Bueno,Bueno,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,,,,,,,,Ninguna relación,,,Emotivo_H
1979,30 a 49 años,Republica Dominicana,La Vega,Zona 4,La Vega,Masculino,Casado(a) / Unión Libre,5,Sí,Ninguno,Empleado(a) de tiempo completo (8 horas por día o más),2,Sí,No,5,Entre 28.000 y 38.000,No sabe / Prefiere no contestar,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Algo de acuerdo,De acuerdo,De acuerdo,Circunstancias fuera de su control,Entre 20 y 30,Entre 20 y 30,Algo de acuerdo,Una organización que ayuda a las personas pobres.,Bueno,Bueno,Bueno,De acuerdo,De acuerdo,Algo en desacuerdo,Algo en desacuerdo,En desacuerdo,Algo de acuerdo,Algo en desacuerdo,Algo de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,"Si, como mis amigos","Si, como mis conocidos (compañeros de escuela/trabajo/etc.)",,,,"Si, como mis vecinos",,,,,Emotivo_H
1979,30 a 49 años,Republica Dominicana,Peravia,Zona 2,Bani,Femenino,Soltero(a),3,Sí,Universitaria incompleta,Desempleado(a) y buscando trabajo,3,Sí,No,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,En desacuerdo,Circunstancias fuera de su control,Más de 30,Entre 20 y 30,De acuerdo,Una organización que ayuda a las personas pobres.,Bueno,Bueno,Bueno,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,"Si, como mis conocidos (compañeros de escuela/trabajo/etc.)",,,,"Si, como mis vecinos",,,,,Emotivo_H
1993,18 a 29 años,Republica Dominicana,Santo Domingo,Zona 1,Santo domingo,Femenino,Soltero(a),3,Sí,Universitaria completa o más,Desempleado(a) y buscando trabajo,2,Sí,Sí,No sabe / Prefiere no contestar,Entre 0 y 20.000,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Algo de acuerdo,De acuerdo,En desacuerdo,Circunstancias fuera de su control,Entre 5 y 10,No sabe / Prefiere no contestar,En desacuerdo,Una organización que ayuda a las personas pobres.,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,Algo en desacuerdo,En desacuerdo,En desacuerdo,Algo de acuerdo,En desacuerdo,Algo en desacuerdo,En desacuerdo,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,"Si, como mis amigos","Si, como mis conocidos (compañeros de escuela/trabajo/etc.)",,,,"Si, como mis vecinos",,,,,Emotivo_H
1994,18 a 29 años,Republica Dominicana,Distrito Nacional,Zona 1,Santo Domingo,Femenino,Casado(a) / Unión Libre,6,Sí,Universitaria incompleta,Estudiante,3,No,No,5,Entre 20.000 y 28.000,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Algo en desacuerdo,De acuerdo,Algo en desacuerdo,Falta de esfuerzo por su parte,Entre 10 y 20,Entre 10 y 20,De acuerdo,Una organización que ayuda a las personas pobres.,Depende,Bueno,Bueno,Algo en desacuerdo,De acuerdo,Algo en desacuerdo,Algo en desacuerdo,En desacuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,"Si, como mis conocidos (compañeros de escuela/trabajo/etc.)",,,,"Si, como mis vecinos","Si, otro",,,"[Si, otro ]Mi comadre y su familia",Emotivo_H
1996,18 a 29 años,Republica Dominicana,Santiago,Zona 4,Cienfuego Santiago,Femenino,Casado(a) / Unión Libre,5,Sí,Universitaria incompleta,Empleado(a) de tiempo completo (8 horas por día o más),2,Sí,Sí,5,Entre 0 y 20.000,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,De acuerdo,Circunstancias fuera de su control,Más de 30,Entre 20 y 30,De acuerdo,Una organización que ayuda a las personas pobres.,Bueno,Bueno,Bueno,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,Algo de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,,,,,,,Ninguna relación,,,Emotivo_H
1989,30 a 49 años,Republica Dominicana,Santo Domingo,Zona 1,Santo domingo este Villa faro,Femenino,Casado(a) / Unión Libre,5,Sí,Secundaria completa,Empleado(a) de tiempo completo (8 horas por día o más),3,No,Sí,6,No sabe / Prefiere no contestar,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,De acuerdo,Falta de esfuerzo por su parte,Más de 30,Entre 5 y 10,De acuerdo,Una organización que defiende los derechos de las mujeres.,Bueno,Bueno,No sabe / Prefiere no contestar,De acuerdo,De acuerdo,En desacuerdo,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,De acuerdo,Algo de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,,"Si, como mis empleados o prestadores de servicios para mi",,,,,,,,Emotivo_H
1992,18 a 29 años,Republica Dominicana,Santo Domingo,Zona 1,Villa mella,Prefiere no contestar,Casado(a) / Unión Libre,2,Sí,Universitaria incompleta,Empleado(a) de tiempo completo (8 horas por día o más),2,No,No,5,Entre 38.000 y 57.000,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,En desacuerdo,Circunstancias fuera de su control,Menos de 5,Entre 5 y 10,De acuerdo,Una organización que ayuda a las personas pobres.,Bueno,Bueno,Bueno,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,"Si, como mis amigos",,,,"Si, como mi pareja","Si, como mis vecinos",,,,,Emotivo_H
1989,30 a 49 años,Republica Dominicana,Dajabón,Zona 4,Dajabon,Femenino,Soltero(a),4,Sí,Universitaria incompleta,Desempleado(a) y buscando trabajo,3,Sí,No,1,Entre 0 y 20.000,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,En desacuerdo,Circunstancias fuera de su control,Más de 30,Entre 5 y 10,De acuerdo,Una organización que defiende los derechos de las mujeres.,Bueno,Bueno,Bueno,Algo de acuerdo,Algo de acuerdo,De acuerdo,Algo de acuerdo,Algo de acuerdo,Algo en desacuerdo,Algo de acuerdo,En desacuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,"Si, como mis amigos",,,,,,,,,,Emotivo_H
1999,18 a 29 años,Republica Dominicana,Distrito Nacional,Zona 1,Santo Domingo,Femenino,Soltero(a),1,No,Secundaria completa,Estudiante,3,No,Sí,3,No sabe / Prefiere no contestar,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,En desacuerdo,De acuerdo,En desacuerdo,Circunstancias fuera de su control,Más de 30,Entre 5 y 10,En desacuerdo,Una organización que ayuda a las personas pobres.,Bueno,Bueno,Bueno,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,No sabe / Prefiere no contestar,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,,,,,"Si, como mis vecinos",,,,,Emotivo_H
1991,30 a 49 años,Republica Dominicana,Santo Domingo,Zona 1,"La caleta, boca chica",Femenino,Soltero(a),7,No,Universitaria completa o más,Desempleado(a) y buscando trabajo,3,Sí,No,7,Entre 28.000 y 38.000,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,En desacuerdo,Circunstancias fuera de su control,Más de 30,Entre 10 y 20,De acuerdo,Una organización que ayuda a las personas pobres.,Bueno,Bueno,Depende,Algo en desacuerdo,De acuerdo,De acuerdo,Algo de acuerdo,De acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,"Si, como mis amigos","Si, como mis conocidos (compañeros de escuela/trabajo/etc.)",,,,"Si, como mis vecinos",,,,,Emotivo_H
1994,18 a 29 años,Republica Dominicana,Santo Domingo,Zona 1,Villa mella,Femenino,Casado(a) / Unión Libre,5,Sí,Secundaria incompleta,"Negocio propio, independiente o por cuenta propia",2,No,No,4,Entre 20.000 y 28.000,No los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,Algo en desacuerdo,Circunstancias fuera de su control,Entre 20 y 30,Entre 20 y 30,De acuerdo,Una organización que defiende los derechos de las mujeres.,Depende,Depende,No sabe / Prefiere no contestar,En desacuerdo,Algo de acuerdo,No sabe / Prefiere no contestar,De acuerdo,Algo de acuerdo,Algo de acuerdo,De acuerdo,De acuerdo,Algo de acuerdo,De acuerdo,En desacuerdo,Algo en desacuerdo,Algo en desacuerdo,,,,,,,,Ninguna relación,,,Emotivo_H
1977,30 a 49 años,Republica Dominicana,Distrito Nacional,Zona 1,Distrito nacional,Masculino,Casado(a) / Unión Libre,5,Sí,Universitaria incompleta,Empleado(a) de tiempo completo (8 horas por día o más),2,Sí,No,7,Entre 38.000 y 57.000,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Algo de acuerdo,De acuerdo,En desacuerdo,Falta de esfuerzo por su parte,Entre 5 y 10,Entre 5 y 10,Algo de acuerdo,Una organización que ayuda a las personas pobres.,Bueno,Bueno,Bueno,De acuerdo,De acuerdo,Algo de acuerdo,Algo en desacuerdo,En desacuerdo,Algo de acuerdo,Algo de acuerdo,De acuerdo,Algo de acuerdo,De acuerdo,De acuerdo,De acuerdo,Algo de acuerdo,,"Si, como mis conocidos (compañeros de escuela/trabajo/etc.)",,"Si, como mis empleadores",,,,,,,Emotivo_H
2002,18 a 29 años,Republica Dominicana,Samaná,Zona 3,Santa Bárbara,Femenino,Soltero(a),3,No,Secundaria completa,Estudiante,3,No,No,4,Entre 38.000 y 57.000,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,De acuerdo,No sabe / Prefiere no contestar,Entre 20 y 30,Entre 10 y 20,Algo de acuerdo,Una organización que ayuda a las personas pobres.,Bueno,Bueno,Bueno,Algo de acuerdo,Algo de acuerdo,En desacuerdo,Algo en desacuerdo,En desacuerdo,Algo de acuerdo,En desacuerdo,Algo de acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,"Si, como mis amigos","Si, como mis conocidos (compañeros de escuela/trabajo/etc.)",,,,,,,,,Emotivo_H
1995,18 a 29 años,Republica Dominicana,Distrito Nacional,Zona 1,Santo Domingo,Masculino,Casado(a) / Unión Libre,5,Sí,Universitaria incompleta,Empleado(a) de tiempo completo (8 horas por día o más),3,Sí,No,No sabe / Prefiere no contestar,Entre 20.000 y 28.000,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,Algo de acuerdo,De acuerdo,Falta de esfuerzo por su parte,Entre 5 y 10,Entre 5 y 10,Algo de acuerdo,Una organización que ayuda a las personas migrantes.,Depende,Depende,Depende,Algo en desacuerdo,Algo de acuerdo,Algo en desacuerdo,Algo de acuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo de acuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo de acuerdo,Algo en desacuerdo,Algo de acuerdo,Algo en desacuerdo,,,,,,"Si, como mis vecinos",,,,,Emotivo_H
1995,18 a 29 años,Republica Dominicana,Santiago,Zona 4,Navarrete,Masculino,Casado(a) / Unión Libre,4,Sí,Secundaria incompleta,Empleado(a) de tiempo completo (8 horas por día o más),1 - Más pobres,Sí,No,No sabe / Prefiere no contestar,Entre 0 y 20.000,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,De acuerdo,De acuerdo,Algo de acuerdo,Circunstancias fuera de su control,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,Algo de acuerdo,Una organización que protege el medio ambiente.,Depende,Depende,Depende,Algo de acuerdo,Algo de acuerdo,Algo en desacuerdo,En desacuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,De acuerdo,Algo de acuerdo,,,,,,,,Ninguna relación,,,Emotivo_H
1992,18 a 29 años,Republica Dominicana,Duarte,Zona 3,San Francisco de Macorís,Masculino,Casado(a) / Unión Libre,5,No,Universitaria incompleta,A cargo de las tareas del hogar/ crianza de los hijos,3,Sí,No,4,Entre 20.000 y 28.000,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Algo en desacuerdo,Algo en desacuerdo,En desacuerdo,Circunstancias fuera de su control,Entre 10 y 20,Entre 5 y 10,En desacuerdo,Una organización que protege el medio ambiente.,Depende,Depende,Depende,De acuerdo,De acuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo de acuerdo,Algo de acuerdo,Algo en desacuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,De acuerdo,De acuerdo,De acuerdo,,,,,"Si, como mi pareja",,,,,,Emotivo_H
2001,18 a 29 años,Republica Dominicana,Santo Domingo,Zona 1,Santo domingo este san isidro,Femenino,Casado(a) / Unión Libre,4,No,Secundaria completa,Desempleado(a) y buscando trabajo,3,Sí,No,5,No sabe / Prefiere no contestar,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Algo de acuerdo,No sabe / Prefiere no contestar,De acuerdo,Falta de esfuerzo por su parte,Más de 30,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,Una organización que defiende los derechos de las mujeres.,Depende,No sabe / Prefiere no contestar,Depende,Algo en desacuerdo,No sabe / Prefiere no contestar,De acuerdo,No sabe / Prefiere no contestar,De acuerdo,De acuerdo,Algo de acuerdo,Algo en desacuerdo,De acuerdo,De acuerdo,No sabe / Prefiere no contestar,De acuerdo,De acuerdo,,,,,,,,Ninguna relación,,,Emotivo_H
1972,30 a 49 años,Republica Dominicana,Distrito Nacional,Zona 1,Santo Domingo,Masculino,Casado(a) / Unión Libre,5,Sí,Secundaria completa,Empleado(a) de tiempo completo (8 horas por día o más),2,No,No,10 - Derecha,No sabe / Prefiere no contestar,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,Algo en desacuerdo,Falta de esfuerzo por su parte,Entre 10 y 20,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,Una organización que defiende los derechos de las mujeres.,Depende,Bueno,Depende,De acuerdo,No sabe / Prefiere no contestar,Algo en desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,No sabe / Prefiere no contestar,De acuerdo,De acuerdo,De acuerdo,De acuerdo,"Si, como mis amigos","Si, como mis conocidos (compañeros de escuela/trabajo/etc.)",,,,,,,,,Emotivo_H
1998,18 a 29 años,Republica Dominicana,Puerto Plata,Zona 4,San Felipe,Masculino,Casado(a) / Unión Libre,6,Sí,Secundaria completa,Empleado(a) de tiempo completo (8 horas por día o más),3,Sí,No,5,No sabe / Prefiere no contestar,No los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,Algo de acuerdo,Circunstancias fuera de su control,Entre 20 y 30,No sabe / Prefiere no contestar,De acuerdo,Una organización que ayuda a las personas pobres.,Bueno,Bueno,Depende,Algo de acuerdo,Algo de acuerdo,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,Algo en desacuerdo,Algo de acuerdo,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,,,,,,,,Prefiere no contestar,,Emotivo_H
1995,18 a 29 años,Republica Dominicana,Santo Domingo,Zona 1,Santo Domingo,Femenino,Soltero(a),3,No,Universitaria incompleta,Empleado(a) de tiempo completo (8 horas por día o más),3,No,No,No sabe / Prefiere no contestar,Entre 20.000 y 28.000,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,Algo de acuerdo,Falta de esfuerzo por su parte,Más de 30,Entre 5 y 10,De acuerdo,Una organización que protege el medio ambiente.,Bueno,Bueno,Bueno,Algo de acuerdo,Algo en desacuerdo,En desacuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo en desacuerdo,En desacuerdo,Algo de acuerdo,Algo en desacuerdo,Algo de acuerdo,Algo de acuerdo,"Si, como mis amigos","Si, como mis conocidos (compañeros de escuela/trabajo/etc.)","Si, como mis empleados o prestadores de servicios para mi",,,"Si, como mis vecinos",,,,,Emotivo_H
2001,18 a 29 años,Republica Dominicana,Santo Domingo,Zona 1,Boca chica,Femenino,Prefiere no contestar,5,No,Secundaria completa,Empleado(a) de tiempo completo (8 horas por día o más),3,No sabe / Prefiere no contestar,No,5,Entre 0 y 20.000,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Algo de acuerdo,De acuerdo,Algo en desacuerdo,Circunstancias fuera de su control,Más de 30,No sabe / Prefiere no contestar,Algo de acuerdo,Una organización que ayuda a las personas pobres.,Depende,Depende,Depende,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo en desacuerdo,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,Algo de acuerdo,No sabe / Prefiere no contestar,Algo de acuerdo,Algo de acuerdo,De acuerdo,De acuerdo,De acuerdo,,"Si, como mis conocidos (compañeros de escuela/trabajo/etc.)",,,,"Si, como mis vecinos",,,,,Emotivo_H
1983,30 a 49 años,Republica Dominicana,Independencia,Zona 2,municipio jimani,Masculino,Casado(a) / Unión Libre,5,Sí,Universitaria incompleta,Empleado(a) de tiempo parcial (menos de 8 horas por día),2,Sí,No,10 - Derecha,Entre 0 y 20.000,No los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,Algo de acuerdo,Circunstancias fuera de su control,Entre 5 y 10,Menos de 5 personas,Algo de acuerdo,Una organización que ayuda a las personas pobres.,Depende,Depende,Depende,Algo de acuerdo,De acuerdo,Algo de acuerdo,Algo en desacuerdo,De acuerdo,En desacuerdo,De acuerdo,Algo en desacuerdo,De acuerdo,De acuerdo,De acuerdo,Algo de acuerdo,Algo de acuerdo,"Si, como mis amigos",,,,,,,,,,Emotivo_H
2003,18 a 29 años,Republica Dominicana,Santo Domingo,Zona 1,Los alcarrizos,Femenino,Soltero(a),4,No,Universitaria incompleta,Desempleado(a) y buscando trabajo,3,Sí,No,8,Entre 28.000 y 38.000,No los tendría como vecinos,No sabe / Prefiere no contestar,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,En desacuerdo,Circunstancias fuera de su control,Más de 30,Entre 10 y 20,De acuerdo,Una organización que ayuda a las personas pobres.,Depende,Depende,Depende,Algo de acuerdo,Algo de acuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,"Si, como mis amigos",,,,,,,,,,Emotivo_H
1997,18 a 29 años,Republica Dominicana,Santiago,Zona 4,Arrollo hondo abajo,Masculino,Casado(a) / Unión Libre,4,Sí,Universitaria incompleta,Desempleado(a) y buscando trabajo,1 - Más pobres,Sí,No,0 - Izquierda,Entre 0 y 20.000,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,De acuerdo,Falta de esfuerzo por su parte,Entre 10 y 20,Entre 10 y 20,De acuerdo,Una organización que ayuda a las personas pobres.,Bueno,Bueno,Bueno,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,"Si, como mis amigos",,,,,,,,,,Emotivo_H
